state,state_abbrev,jurisdiction,jurisdiction_type,date_enacted,duration,legal_basis,trigger,current_status,affected_projects,outcome,has_verify_tags,verify_count,cite_count,activity_level,enacted_status,moratorium_id,latitude,longitude,date_enacted_iso,date_enacted_uncertainty,duration_days,duration_kind,current_end_date_iso,sectors,trigger_categories
Alabama,AL,Homewood,City,"2026-06-22, per WBRC reporting of the city council vote","12 months, with the possibility of an additional six-month extension","Homewood City Council ordinance, unanimously adopted, temporarily suspending approval of data centers larger than one megawatt",City wants to study how data center facilities could affect the community before further approvals,Adopted unanimously; not independently re-checked past 2026-06-23 publication,Not identified in captured news coverage,City council unanimously adopted a 12-month moratorium on data centers larger than one megawatt,False,0,0,Medium,active,al-homewood-2026,33.473710,-86.808451,2026-06-22,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap"",""infrastructure_capacity""]"
Alabama,AL,Hueytown,City,"2026-07-14 (Hueytown City Council unanimous roll-call adoption of Resolution 7499, per the approved July 14, 2026 minutes)",Not stated in the minutes; the signed Resolution 7499 text (term/expiration) was not located,"Resolution 7499, imposing a temporary moratorium on the acceptance and issuance of building permits, site plan approvals and special use permits for data center facilities (adopted 2026-07-14)",Proposed temporary moratorium on data center-classed facilities,Active as of 2026-09-23; Resolution 7499 was adopted unanimously on 2026-07-14 per the city's posted minutes. No rescission or later action appears in the posted July 28 through September 1 minutes or the August-September agendas; an August agenda notes the Planning and Zoning Commission is addressing data centers. The term and expiration are not stated in the minutes.,,,False,0,0,Medium,active,al-hueytown-undated,33.451220,-86.996661,2026-07-14,exact,,unknown,,"[""data_center""]","[""regulatory_gap""]"
Alabama,AL,Leeds,City,"2026-06-08 (Monday night), Leeds City Council, unanimous vote.",One year from adoption (to approximately 2027-06-08).,"Leeds City Council ordinance imposing a one-year moratorium on data center and other high-impact facility development, halting new permits and approvals (ordinance number not located).","No active data center project underway in Leeds at time of adoption; preemptive pause to allow the city to update zoning ordinances and gather public feedback, amid a wider wave of Alabama municipalities (Birmingham, Homewood, and later Pinson) considering similar pauses.",Active as of 2026-07-31 (expires approximately 2027-06-08). [VERIFY instrument number; primary source (news-only evidence) not confirmed at confidence 0.65 in the 2026-07 refresh],None pending at time of adoption.,City Council unanimously adopted a one-year moratorium halting new data-center permits and approvals.,True,1,0,Medium,active,al-leeds-2026,33.543921,-86.542755,2026-06-08,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap"",""environmental"",""water""]"
Alabama,AL,Morgan County,County,2026-06-23 (County Commission approval of a one-year moratorium on the proposed VoltCore Bitcoin-mining data center),"One year, to allow study of environmental, noise, and other community effects","Morgan County Commission Resolution 26-302, 'Resolution Establishing Temporary One-Year Moratorium on All Property Development, Construction, and Operation of Data Center Campuses and Similar High-Impact Facilities in the Unincorporated Residential Areas of Morgan County' (adopted 2026-06-23, effective immediately)","Pause targeted at the proposed 50 MW VoltCore Bitcoin-mining facility near Union Road and the Stringer watershed near Somerville, following resident petitions (more than 450 signatures reported by the vote)",Active as of 2026-09-23 on paper: Resolution 26-302 was adopted unanimously on 2026-06-23 and runs to 2027-06-23. County officials said in August 2026 that it is unenforceable because the county has no zoning authority (County Attorney: 'There's no method for us to enforce a moratorium'); utility-locate work for the proposed Sovereign Gazelle/VoltCore bitcoin mine on Union Road has proceeded.,"Proposed VoltCore 50 MW Bitcoin-mining facility near Union Road/Stringer watershed, Somerville",,False,0,0,Medium,active,al-morgan-county-2026,34.429685,-86.852958,2026-06-23,exact,365,fixed_days,2027-06-23,"[""data_center"",""cryptocurrency_mining""]","[""noise"",""environmental"",""property_values"",""specific_project""]"
Alabama,AL,Pinson,City,"2026-08-06 (Thursday), Pinson City Council approval at its first August meeting after a 2026-07-16 first reading",12 months,Pinson City Council moratorium (described as an ordinance with a July 16 first reading by AL.com and as a resolution by the city's outside counsel; number not located),"Proactive; time to define 'hyper/mega' data centers and write zoning regulations; concerns about power, water and noise seen in western Jefferson County.",Active as of 2026-09-23; one-year moratorium on new data-center proposals approved 2026-08-06.,None identified.,One-year moratorium adopted.,False,0,0,Medium,active,al-pinson-2026,33.688991,-86.683323,2026-08-06,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap"",""infrastructure_capacity"",""water"",""grid_energy"",""noise""]"
Alabama,AL,Prichard,City,"Early August 2026: NBC 15 reports the council approved a six-month moratorium on Aug. 4, 2026; the AL.com map dataset lists 8/6/2026. The proposal introduced 2026-07-23 was for a renewable 480-day term, but the adopted measure is reported as 180 days.","180 days (six months) as adopted, per NBC 15 and FOX10; the earlier draft proposed a renewable 480-day term",Prichard City Council moratorium on new data centers adopted early August 2026 (instrument number and signed text not located),Proposed pause on new data center permits following opposition to Edged Energy's planned Telegraph Road facility near Africatown,"Active as of 2026-09-23; the Prichard City Council adopted a six-month data-center moratorium in early August 2026 (NBC 15: Aug. 4). The council attorney said on 2026-09-10 that it does not apply to Edged Energy's Telegraph Road project because the building permit (issued 2026-07-30) predated it; the council has instead moved to require Planning Commission site-plan review, and Edged has threatened litigation.","Edged Energy's proposed data center at 214 Telegraph Road, near Africatown",Six-month moratorium adopted in August 2026; Edged Energy's already-permitted project treated as outside its scope.,False,0,0,Medium,active,al-prichard-undated,30.738800,-88.078889,2026-08,month_only,180,fixed_days,,"[""data_center""]","[""specific_project"",""environmental"",""land_use_compatibility""]"
Alabama,AL,Rogersville,Town,Not adopted as of 2026-09-18: first reading of a proposed six-month data-center moratorium ordinance in July 2026; a vote WHNT reported as scheduled for Aug. 10 had not happened per AL.com (2026-09-18),Proposed six months,Proposed Rogersville Town Council ordinance (first reading July 2026; number not located),Severe water-capacity shortage (the water board already bars new meters); the town wants a pause in place before water access resumes.,"Pending as of 2026-09-23; first reading held in July 2026, not yet voted. The mayor said it is 'on the table' and may be taken up again. [VERIFY instrument number; adoption date; primary source (news-only evidence) not confirmed at confidence 0.6 in the 2026-09 refresh]",None.,Proposed; not adopted.,True,1,0,Medium,pending,al-rogersville-undated,34.825620,-87.294533,,unverified,180,fixed_days,,"[""data_center""]","[""water"",""infrastructure_capacity""]"
Alabama,AL,Somerville,Town,"On or about 2026-07-07, per 1819News and Yahoo/local-TV reporting of the Town Council vote",Reported 18-month moratorium on data centers within town limits,Town Council ordinance/resolution (instrument not located; official town website could not be retrieved due to an SSL certificate mismatch),Pause following resident opposition to a proposed Bitcoin-mining facility near Union Road,"Active as of 2026-09-23 per local reporting; the Somerville Town Council approved an 18-month moratorium on data centers within town limits (1819 News, published 2026-07-08, reports the vote 'on Tuesday', i.e. 2026-07-07). The proposed Sovereign Gazelle/VoltCore bitcoin mine is at 369 Union Road just outside town limits, and utility-locate work there proceeded in August. [VERIFY] [VERIFY instrument number; primary source (news-only evidence) not confirmed at confidence 0.45 in the 2026-07 refresh]","Proposed VoltCore-related Bitcoin-mining facility near Union Road, Somerville",,True,2,0,Medium,active,al-somerville-2026,34.473149,-86.798612,2026-07,month_only,545,fixed_days,,"[""data_center"",""cryptocurrency_mining""]","[""specific_project"",""noise"",""environmental"",""property_values""]"
Alabama,AL,Springville,City,"2026-07-06 (Monday), Springville City Council",One year,Springville City Council one-year moratorium on consideration and approval of data center proposals (instrument number not located),"Proactive, following community concern that Commerce Park development might be a data center (county said no); gives the planning and zoning commission time to draft regulations.",Active as of 2026-09-23 per local reporting; one-year moratorium adopted 2026-07-06.,None; officials said no project is in the pipeline.,One-year moratorium adopted.,False,0,0,Medium,active,al-springville-2026,33.775100,-86.471651,2026-07-06,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap""]"
Alabama,AL,Tarrant,City,"2026-09-08 (Tuesday), Tarrant City Council approval of Ordinance No. 1177 (first reading had been scheduled for the preceding Tuesday meeting per ABC 33/40)",12 months (one year),Ordinance No. 1177 (temporary moratorium on accepting and processing business license applications for data centers),"Proactive; no data center developer had approached the city. City wants to study electrical capacity, water, transportation and public-safety impacts and train its planning commission before setting local standards.",Active as of 2026-09-23; one-year moratorium on data-center business licenses approved 2026-09-08. Mayor says listening sessions and town halls will follow.,"None; no proposal pending (several vacant buildings could suit a small data center, per the mayor).",One-year moratorium adopted; feasibility study underway.,False,0,0,Medium,active,al-tarrant-2026,33.583437,-86.772768,2026-09-08,exact,365,fixed_days,,"[""data_center""]","[""regulatory_gap"",""infrastructure_capacity"",""water"",""grid_energy""]"
Alabama,AL,Westover,City,"2026-08-18 (Tuesday), Westover City Council unanimous vote on the moratorium ordinance (tabled at the previous meeting)",Six months,Westover City Council ordinance imposing a six-month moratorium on data centers (ordinance number not located),Resident opposition to a proposed data center on roughly 450 acres along U.S. Highway 280 and Cheshire Drive after the city's MOU with the developer fell through; time to study zoning and impacts.,Active as of 2026-09-23 per local reporting; six-month moratorium approved unanimously 2026-08-18. The Planning Commission is researching zoning changes.,Proposed ~450-acre data center site along Highway 280 / Cheshire Drive (effect of the moratorium on it not stated).,Six-month moratorium adopted.,False,0,0,Medium,active,al-westover-2026,33.349555,-86.535816,2026-08-18,exact,180,fixed_days,,"[""data_center""]","[""specific_project"",""regulatory_gap"",""environmental"",""land_use_compatibility""]"
Alaska,AK,Houston,City,,"Ordinance No. 26-20 proposes a temporary two-year moratorium; introduced on the consent agenda at the September 10, 2026 regular council meeting, which set a public hearing and action vote for October 8, 2026. No adoption vote had occurred as of 2026-09-23. A separate, differently-worded ordinance to block data center construction failed 4-2 at the August 13, 2026 council meeting; Ordinance 26-20 is a distinct, later measure.","Ordinance No. 26-20, City of Houston, Alaska (introduced 2026-09-10; public hearing/vote scheduled 2026-10-08)",specific_project,"Pending as of 2026-09-23. Ordinance 26-20, establishing a temporary two-year moratorium on the acceptance, processing, approval, or issuance of permits as well as construction, establishment, and operation of data centers within Houston city limits, was introduced on the council's September 10, 2026 consent agenda; a public hearing and council action vote are scheduled for October 8, 2026. The introduction followed an August 13, 2026 meeting at which a differently drafted anti-data-center ordinance failed 4-2, and coincides with council opposition to a proposed ~20,000-acre state land transfer to AIDEA (Alaska Industrial Development and Export Authority) near Houston that could host data centers.","No specific data center project is proposed or approved within Houston city limits; concern centers on a proposed AIDEA industrial/energy district on state land bordering Houston, Willow, and Meadow Lakes that lists data centers among possible future uses.",Two-year data center moratorium ordinance introduced 2026-09-10; hearing and vote scheduled 2026-10-08.,False,0,0,Low,pending,ak-houston-undated,61.630278,-149.818055,,unverified,730,fixed_days,,"[""data_center""]","[""specific_project"",""regulatory_gap"",""grid_energy"",""land_use_compatibility""]"
Arizona,AZ,Pima County,County,"2026-08-11 (Board of Supervisors adopted an addendum-item resolution at its regular meeting, 3-2 vote)","120 days from adoption (2026-08-11 to approximately 2026-12-09), to give county staff time to finalize a zoning code text amendment establishing data-center-specific regulations; Supervisor Heinz's floor amendment provided the moratorium could return to the board for possible extension before the 120-day limit.","Resolution adopted by the Pima County Board of Supervisors at its August 11, 2026 regular meeting, added as an addendum item at the request of Board Chair Jennifer Allen (District 3); no separately reported resolution number located in captured sources.","Pima County Development Services was already drafting a data-center zoning code text amendment (process initiated by a September 2025 BOS vote) when a second, undisclosed data-center project ('Project Gravel,' an 8-building, 160-acre facility near Sahuarita) surfaced via a public-records request; the moratorium bars new data center permit applications while the code amendment is finalized, and (as amended) applies to facilities that have not yet submitted a permit application, so it does not affect the previously permitted 'Project Blue' facility.","Active as of 2026-09-23. 120-day moratorium on the acceptance/issuance of new data center permits in unincorporated Pima County, adopted 3-2 (Supervisors Christy and Scott dissenting) on 2026-08-11 and running to approximately 2026-12-09, while Development Services finalizes a zoning code text amendment. The department is seeking public comment (online survey; a September 28, 2026 open house; proposed rules going to the Planning and Zoning Commission on October 28, 2026) on a related, permanent zoning code amendment that would define data centers (facilities using more than 20 MW), require closed-loop cooling, and set review/design standards; that permanent amendment is expected in December 2026, around when the moratorium runs out.","'Project Gravel,' an undisclosed, 8-building/160-acre data center proposal on land known as Kerley Industrial Park, west of Sahuarita town limits; county officials confirmed the moratorium (as amended to cover unsubmitted permits) would affect this project but not the previously permitted 'Project Blue' data center near the Pima County Fairgrounds.",Board of Supervisors adopted a 120-day moratorium on new data center permit applications in unincorporated Pima County while the county finalizes a data-center zoning code amendment.,False,0,0,Low,active,az-pima-county-2026,32.111262,-111.654616,2026-08-11,exact,120,fixed_days,,"[""data_center""]","[""regulatory_gap"",""water"",""grid_energy"",""specific_project"",""land_use_compatibility""]"
Arkansas,AR,Carroll County,County,2026-06-16 (Carroll County Quorum Court unanimous adoption of Emergency Ordinance 2026-17),Immediate 12-month moratorium from adoption,Emergency Ordinance 2026-17,"Immediate pause on high-impact industrial and high-intensity digital infrastructure facilities (reported by contemporary coverage to include data centers, artificial intelligence computing facilities, and cryptocurrency mining facilities) in unincorporated Carroll County while the county develops a permitting and public-notice framework","Active as of 2026-09-23. The 12-month emergency moratorium (Ordinance 2026-17), unanimously adopted by the Quorum Court on 2026-06-16 and effective immediately, remains in force with no reported repeal, extension, or replacement; its 365-day term runs through 2027-06-16. Corroborated by a second independent local news source (the Eureka Springs Independent's contemporaneous meeting report) beyond the original KY3 broadcast story, and by three specialty policy trackers (ServerCountry, SAVRN, AI GridWatch) that separately cite the ordinance number and June 16 vote. A complete signed county copy of the ordinance was still not located on the county's website or in Municode as of 2026-09-23, so the underlying record remains multiple independent news accounts rather than a primary ordinance document. [VERIFY] [VERIFY primary source (news-only evidence) not confirmed at confidence 0.65 in the 2026-07 refresh]",,,True,2,0,Low,active,ar-carroll-county-2026,36.338674,-93.509305,2026-06-16,exact,365,fixed_days,,"[""data_center"",""cryptocurrency_mining""]","[""regulatory_gap"",""infrastructure_capacity""]"
Arkansas,AR,Harrison,City,2023-05-30,"One year or until specific land-use standards were developed, whichever occurred first","Ordinance 1515, ""An Ordinance Imposing a Temporary Moratorium on Data Centers and Crypto Mining Facilities in the City of Harrison, Arkansas""","Green Digital conditional-use application; Arkansas Data Centers Act of 2023; zoning code did not list data centers or crypto mining facilities; concerns over electricity use, greenhouse gas emissions, pollution, e-waste, noise, and local impacts","Repealed; Harrison City Council voted 6-2 to repeal Ordinance 1515 at a specially called meeting on Tuesday, 2023-11-28, on a motion by Council Member Mitch Magness, seconded by Council Member Joel Williams (councilors Jeremy Ragland and Wayne Cone voted no). City Attorney Nancy Cartwright recommended repeal as a litigation precaution tied to a federal court matter involving Green Digital and the state's data-mining protections; the council also amended its noise ordinance the same night (Ordinance 1516). No separate numbered repeal ordinance for Ordinance 1515 itself was identified in the Harrison Daily Times' contemporaneous account of the meeting, and the city's own ordinance/clerk portal (harrisonar.gov) is behind a bot-protection challenge page that could not be bypassed to check the clerk's ordinance index directly.",Green Digital / Metahash crypto-mining data center; Chamber timeline reports a 10 MW Entergy contract and estimated $2.5 million capital investment,"Moratorium was removed after officials concluded it increased legal exposure under the state ""right to mine"" framework; later state Acts 173 and 174 of 2024 restored more local and state regulatory authority over crypto mining",False,0,0,Low,rescinded,ar-harrison-2023,36.229794,-93.107676,2023-05-30,exact,365,fixed_days,,"[""data_center"", ""cryptocurrency_mining""]","[""specific_project"", ""regulatory_gap"", ""environmental"", ""noise"", ""grid_energy"", ""land_use_compatibility"", ""legal_or_litigation""]"
Arkansas,AR,Independence County,County,"2026-08-10 (Independence County Quorum Court unanimous adoption of Ordinance No. 2026-21 at its regular August meeting, reported the next day as a Monday-night vote)","Five-year moratorium on construction of commercial data centers, effective immediately under an emergency clause; runs through Aug. 31, 2031","Ordinance No. 2026-21, adopted with an emergency clause","Preemptive pause adopted with no data center project currently proposed in the county; Justices of the Peace cited the heavy water and electricity consumption of commercial data centers, lack of transparency in land acquisition, and a recent wind-turbine development dispute (a company holding turbine contracts predating the county's 2025 wind moratorium) as reasons to act before any project arrives.","Active as of 2026-09-23. Adopted 2026-08-10 by unanimous vote under an emergency clause; runs through 2031-08-31, or until the Quorum Court determines a path forward and adopts applicable rules and regulations. No specific data center project had been proposed in the county at adoption.",None identified; officials said no data center had been proposed in Independence County at the time of adoption.,Preemptive five-year moratorium adopted while the Quorum Court studies commercial data centers and drafts future rules and regulations; the longest data-center moratorium term reported in Arkansas as of this pass.,False,0,0,Low,active,ar-independence-county-2026,35.718344,-91.553260,2026-08-10,exact,1825,fixed_days,,"[""data_center""]","[""regulatory_gap"",""water"",""grid_energy""]"
Arkansas,AR,Madison County,County,"2026-08-17 (Madison County Quorum Court, 8-0 vote, regular meeting)","Three-year moratorium on data centers, digital asset (cryptocurrency) mining businesses, and other large-scale computer/server operations; effective immediately under an emergency clause; runs through Aug. 31, 2029","Ordinance approved by the Madison County Quorum Court, 8-0 vote, Aug. 17, 2026 (instrument number not located in sources reviewed)",Preemptive pause adopted with no known data center project in development; two public hearings preceded the vote; the county wants time to study data centers and develop regulations addressing their potential costs and benefits,"Active as of 2026-09-23. Adopted 2026-08-17 by unanimous 8-0 vote after two prior public hearings; effective immediately under an emergency clause and runs through 2029-08-31, the second-longest data-center moratorium term reported in Arkansas after Independence County's. No known data center project was in development in the county at adoption.",None identified; no known project in development at adoption.,Preemptive three-year moratorium on data centers and digital-asset mining businesses adopted while the county studies regulations.,False,0,0,Low,active,ar-madison-county-2026,35.972809,-93.758902,2026-08-17,exact,1095,fixed_days,,"[""data_center"",""cryptocurrency_mining""]","[""regulatory_gap""]"
